Sentence #,Word,Tag
747,Limited,Companies worked at
747,-,O
747,February,O
747,2015,O
747,to,O
747,Present,O
747,-,O
748,Key,O
748,responsibilities,O
748,included:,O
748,Project,O
748,"Scoping,",O
748,"Estimation,",O
748,Resource,O
748,"Planning,",O
748,"Scheduling,",O
748,Quality,O
748,Planning,O
748,&,O
748,"Management,",O
748,Risk,O
748,Planning,O
748,&,O
748,"Mitigation,",O
748,Defect,O
748,Management,O
748,&,O
748,Warranty,O
748,"Support,",O
748,Team,O
748,/,O
748,Resource,O
749,"Management,",O
749,Continuous,O
749,evaluation,O
749,and,O
749,providing,O
749,feedback,O
749,through,O
749,"appraisals,",O
749,On-time,O
749,"Escalation,",O
749,Status,O
749,reporting,O
749,and,O
749,Client,O
749,engagement.,O
749,-,O
749,An,O
749,ardent,O
749,believer,O
749,and,O
749,practitioner,O
749,of,O
749,Data,O
749,driven,O
749,decision,O
750,making;,O
750,skilled,O
750,in,O
750,Business,O
750,Analytics,O
750,and,O
750,Intelligence,O
750,encompassing,O
750,Statistical,O
750,"concepts,",O
750,Data,O
750,"Analysis,",O
750,Data,O
750,Visualization,O
750,and,O
750,"Presentation,",O
750,Predictive,O
750,"Modeling,",O
750,Artificial,O
750,Intelligence,O
750,and,O
750,Machine,O
750,Learning,O
750,algorithms,O
750,and,O
751,basics,O
751,of,O
751,web,O
751,scraping,O
751,-,O
751,Text/Sentiment,O
751,Analytics.,O
751,-,O
751,Adept,O
751,in,O
751,effectively,O
751,contributing,O
751,and,O
751,handling,O
751,all,O
751,Agile,O
751,"ceremonies,",O
751,have,O
751,extensively,O
751,worked,O
751,on,O
751,Waterfall,O
751,model,O
751,based,O
751,projects,O
752,as,O
752,well.,O
752,-,O
752,Proposed,O
752,and,O
752,Implemented,O
752,Project,O
752,and,O
752,Process,O
752,level,O
752,improvement,O
752,techniques,O
752,which,O
752,resulted,O
752,in,O
752,mitigating,O
752,the,O
752,risk,O
752,and,O
752,bringing,O
752,back,O
752,project,O
752,delivery,O
752,on-track.,O
752,-,O
753,Independently,O
753,managed,O
753,and,O
753,mentored,O
753,a,O
753,dynamic,O
753,30,O
753,member,O
753,team.,O
753,-,O
753,Winner,O
753,of,O
753,the,O
753,Most,O
753,Valuable,O
753,Player,O
753,Award,O
753,in,O
753,large,O
753,engagement,O
753,category,O
753,for,O
753,excellence,O
753,in,O
753,project,O
754,delivery,O
754,2015,O
754,2016.,O
754,Technology,Profil
754,Lead,Profil
754,/,Profil
754,Analyst,Profil
754,Infosys,Companies worked at
754,Limited,Companies worked at
754,Key,O
754,responsibilities,O
754,included:,O
754,Requirements,O
754,Gathering,O
754,and,O
754,"elucidation,",O
754,"Estimation,",O
754,Defect,O
754,Management,O
754,&,O
754,Warranty,O
754,"Support,",O
754,Team,O
754,/,O
754,Resource,O
755,"Management,",O
755,On-time,O
755,"Escalation,",O
755,Status,O
755,reporting,O
755,and,O
755,Client,O
755,engagement,O
755,Spear-headed,O
755,the,O
755,effort,O
755,of,O
755,making,O
755,an,O
755,entire,O
755,suite,O
755,of,O
755,Consumer,O
755,applications,O
755,Web,O
755,Accessibility,O
755,complaint,O
755,based,O
755,on,O
755,a,O
756,WCAG,O
756,2.0,O
756,and,O
756,WAI-ARIA,O
756,guidelines,O
756,for,O
756,one,O
756,of,O
756,the,O
756,Worlds,O
756,largest,O
756,Telecom,O
756,service,O
756,provider,O
756,Working,O
756,with,O
756,diverse,O
756,"clients,",O
756,across,O
756,different,O
756,cities,O
756,in,O
756,US,O
756,resulted,O
756,in,O
757,enhancing,O
757,customer,O
757,relationship.,O
757,Exceptional,O
757,client,O
757,interfacing,O
757,and,O
757,engagement,O
757,Skills,O
757,resulted,O
757,in,O
757,significant,O
757,project,O
757,expansion,O
757,which,O
757,included,O
757,addition,O
757,of,O
757,two,O
757,new,O
757,applications,O
757,to,O
757,the,O
757,suite,O
757,of,O
758,applications,O
758,that,O
758,we,O
758,managed,O
758,Winner,O
758,of,O
758,the,O
758,Best,O
758,Team,O
758,Award,O
758,in,O
758,mid-size,O
758,project,O
758,category,O
758,for,O
758,excellence,O
758,in,O
758,Project,O
758,execution,O
758,2014,O
758,2015,O
758,EDUCATION,O
758,Post,Degree
758,Graduate,Degree
758,Program,Degree
759,in,Degree
759,Business,Degree
759,Analytics,Degree
759,&,Degree
759,Business,Degree
759,Intelligence,Degree
759,in,Degree
759,BUSINESS,Degree
759,Great,College Name
759,Lakes,College Name
759,Institute,College Name
759,Of,College Name
759,Management,College Name
759,-,O
759,Chennai,Location
759,",",O
759,Tamil,O
759,Nadu,O
759,2017,O
759,to,O
759,2018,Date
759,BACHELOR,Degree
759,OF,Degree
759,ENGINEERING,Degree
759,in,Degree
760,ELECTRONICS,Degree
760,&,Degree
760,COMMUNICATION,Degree
760,ENGINEERING,Degree
760,Adhiparasakthi,College Name
760,Engineering,College Name
760,College,College Name
760,Anna,College Name
760,University,College Name
760,2001,O
760,to,O
760,2005,Date
760,IBM,O
760,Jazz,O
760,Quality,O
760,Center,O
760,ALM,O
760,Sameer,Name
760,Kujur,Name
760,Orrisha,Location
760,-,O
760,Email,O
760,me,O
760,on,O
760,Indeed:,O
761,indeed.com/r/Sameer-Kujur/0771f65bfa7aff96,Email Address
761,WORK,O
761,EXPERIENCE,O
761,App,Profil
761,develop,Profil
761,Microsoft,Companies worked at
761,-,O
761,August,O
761,2016,O
761,to,O
761,Present,O
761,EDUCATION,O
761,Electrical,Degree
761,engineering,Degree
761,"VSSUT,burla",College Name
761,SKILLS,O
761,Application,Skills
761,"Development,",Skills
761,Software,Skills
761,Testing,Skills
761,https://www.,O
761,indeed.com/r/Sameer-Kujur/0771f65bfa7aff96,Email Address
761,?isid=rex-download&ikw=download-top&co=IN,O
761,Samyuktha,Name
761,Shivakumar,Name
762,Looking,O
762,for,O
762,strategic,O
762,opportunities,O
762,in,O
762,the,O
762,field,O
762,of,O
762,marketing,O
762,Bangalore,Location
762,",",O
762,Karnataka,O
762,-,O
762,Email,O
762,me,O
762,on,O
762,Indeed:,O
762,indeed.com/r/Samyuktha-Shivakumar/,Email Address
762,cabce09fe942cb85,Email Address
762,WORK,O
762,EXPERIENCE,O
762,Marketing,O
762,Operations,O
762,Specialist,O
762,&,O
763,Product,O
763,Marketer,O
763,ThoughtWorks,O
763,-,O
763,"Bengaluru,",O
763,Karnataka,O
763,-,O
763,August,O
763,2012,O
763,to,O
763,June,O
763,2016,O
763,Product,O
763,Marketer,O
763,-,O
763,"GoCD,",O
763,ThoughtWorks,O
763,Studios,O
763,*,O
763,Responsible,O
763,for,O
763,shaping,O
763,the,O
763,product,O
763,marketing,O
764,strategy,O
764,of,O
764,"GoCD,",O
764,an,O
764,open,O
764,source,O
764,continuous,O
764,delivery,O
764,product,O
764,supported,O
764,by,O
764,ThoughtWorks,O
764,*,O
764,Worked,O
764,cross-functionally,O
764,with,O
764,product,O
764,research,O
764,and,O
764,"development,",O
764,"design,",O
764,customer,O
764,operations,O
764,and,O
764,PR,O
765,to,O
765,deliver,O
765,integrated,O
765,go-to-market,O
765,strategies,O
765,for,O
765,new,O
765,app,O
765,releases,O
765,and,O
765,product,O
765,launches,O
765,*,O
765,Led,O
765,research,O
765,initiatives,O
765,analyzing,O
765,behavioural,O
765,"metrics,",O
765,driving,O
765,and,O
765,monitoring,O
765,member,O
765,"insights,",O
765,and,O
766,owning,O
766,competitive,O
766,insights,O
766,by,O
766,using,O
766,tools,O
766,like,O
766,Google,O
766,Analytics,O
766,*,O
766,Project,O
766,headed,O
766,the,O
766,revamp,O
766,of,O
766,the,O
766,GoCD,O
766,website,O
766,by,O
766,working,O
766,in,O
766,tandem,O
766,with,O
766,the,O
766,design,O
767,and,O
767,development,O
767,team,O
767,*,O
767,Established,O
767,a,O
767,consistent,O
767,process,O
767,to,O
767,handle,O
767,the,O
767,launch,O
767,of,O
767,new,O
767,product,O
767,versions,O
767,and,O
767,ensured,O
767,it,O
767,worked,O
767,on,O
767,a,O
767,recurring,O
767,basis,O
767,*,O
768,Worked,O
768,with,O
768,the,O
768,development,O
768,and,O
768,management,O
768,team,O
768,to,O
768,publish,O
768,relevant,O
768,content,O
768,to,O
768,the,O
768,open,O
768,source,O
768,community,O
768,on,O
768,a,O
768,regular,O
768,basis,O
768,*,O
768,Built,O
768,a,O
768,strong,O
768,digital,O
769,marketing,O
769,strategy,O
769,and,O
769,leveraged,O
769,the,O
769,use,O
769,of,O
769,several,O
769,tools,O
769,to,O
769,stay,O
769,on,O
769,top,O
769,the,O
769,product's,O
769,online,O
769,presence,O
769,and,O
769,reach:,O
769,?,O
769,"BuzzSumo,",O
769,"Hootsuite,",O
769,and,O
769,Tweet,O
769,Deck,O
770,for,O
770,social,O
770,media,O
770,marketing,O
770,?,O
770,Google,O
770,Adwords,O
770,for,O
770,SEO,O
770,?,O
770,"Buzzstream,",O
770,"Medium,",O
770,Wistia,O
770,and,O
770,Quora,O
770,for,O
770,content,O
770,marketing,O
770,Marketing,O
770,Operations,O
770,Specialist,O
770,-,O
770,Global,O
770,Marketing,O
770,*,O
771,Planned,O
771,and,O
771,executed,O
771,global,O
771,marketing,O
771,events,O
771,to,O
771,build,O
771,email,O
771,"campaigns,",O
771,target,O
771,audience,O
771,"lists,",O
771,communication,O
771,collateral,O
771,and,O
771,follow-up,O
771,processes,O
771,*,O
771,Expert,O
771,user,O
771,of,O
771,the,O
771,marketing,O
771,automation,O
772,tool,O
772,Marketo;,O
772,worked,O
772,with,O
772,regional,O
772,marketing,O
772,teams,O
772,globally,O
772,to,O
772,set,O
772,up,O
772,their,O
772,systems,O
772,from,O
772,scratch,O
772,*,O
772,Proactively,O
772,worked,O
772,on,O
772,identifying,O
772,new,O
772,customer,O
772,groups,O
772,and,O
772,developed,O
773,optimal,O
773,channels,O
773,to,O
773,reach,O
773,them,O
773,*,O
773,Led,O
773,the,O
773,creation,O
773,and,O
773,management,O
773,of,O
773,a,O
773,marketing,O
773,performance,O
773,dashboard,O
773,that,O
773,reported,O
773,on,O
773,marketing,O
773,"investment,",O
773,"conversion,",O
773,and,O
773,overall,O
773,campaign,O
774,performance,O
774,*,O
774,Responsible,O
774,for,O
774,providing,O
774,reliable,O
774,and,O
774,consistent,O
774,metrics,O
774,on,O
774,the,O
774,effectiveness,O
774,of,O
774,marketing,O
774,campaigns,O
774,to,O
774,"stakeholders,",O
774,and,O
774,strategies,O
774,to,O
774,improve,O
774,them,O
774,*,O
774,Worked,O
774,in,O
775,tandem,O
775,with,O
775,the,O
775,design,O
775,team,O
775,to,O
775,develop,O
775,email,O
775,and,O
775,landing,O
775,page,O
775,"templates,",O
775,and,O
775,created,O
775,relevant,O
775,content,O
775,for,O
775,them,O
775,*,O
775,Provided,O
775,expertise,O
775,and,O
775,guidance,O
775,about,O
775,marketing,O
776,automation,O
776,best,O
776,practices,O
776,to,O
776,global,O
776,marketing,O
776,teams,O
776,by,O
776,setting,O
776,internal,O
776,"benchmarks,",O
776,and,O
776,ensuring,O
776,high,O
776,quality,O
776,across,O
776,all,O
776,regional,O
776,campaigns,O
776,https://www.indeed.com/r/Samyuktha-Shivakumar/cabce09fe942cb85?isid=rex-download&ikw=download-top&co=IN,O
776,https://www.indeed.com/r/Samyuktha-Shivakumar/cabce09fe942cb85?isid=rex-download&ikw=download-top&co=IN,O
776,*,O
776,Established,O
776,an,O
776,effective,O
777,process,O
777,for,O
777,onboarding,O
777,new,O
777,users,O
777,to,O
777,"Marketo,",O
777,and,O
777,developed,O
777,the,O
777,required,O
777,training,O
777,material,O
777,*,O
777,Co-ordinated,O
777,with,O
777,sales,O
777,leads,O
777,to,O
777,develop,O
777,an,O
777,ongoing,O
777,program,O
777,that,O
777,managed,O
778,all,O
778,stages,O
778,of,O
778,lead,O
778,"development,",O
778,from,O
778,cold,O
778,nurtured,O
778,inquiries,O
778,to,O
778,closed,O
778,"opportunities,",O
778,ensuring,O
778,timely,O
778,follow-up,O
778,on,O
778,qualified,O
778,leads,O
778,Highlights,O
778,at,O
778,ThoughtWorks:,O
778,Successfully,O
778,worked,O
778,with,O
778,marketing,O
779,teams,O
779,in,O
779,"US,",O
779,"UK,",O
779,"Australia,",O
779,"China,",O
779,"Brazil,",O
779,South,O
779,Africa,O
779,and,O
779,Uganda,O
779,Underwent,O
779,training,O
779,with,O
779,expert,O
779,Marketo,O
779,consultants,O
779,in,O
779,San,O
779,"Mateo,",O
779,USA,O
779,Spoke,O
779,at,O
779,a,O
779,number,O
780,of,O
780,internal,O
780,conferences,O
780,on,O
780,the,O
780,impact,O
780,of,O
780,marketing,O
780,automation,O
780,on,O
780,business,O
780,and,O
780,related,O
780,topics,O
780,Consistently,O
780,recognised,O
780,by,O
780,management,O
780,for,O
780,working,O
780,effectively,O
780,with,O
780,globally,O
780,distributed,O
780,team,O
781,members,O
781,and,O
781,successfully,O
781,completing,O
781,campaigns,O
781,Marketing,O
781,Specialist,O
781,Oracle,O
781,-,O
781,"Bengaluru,",O
781,Karnataka,O
781,-,O
781,June,O
781,2009,O
781,to,O
781,July,O
781,2012,O
781,Marketing,O
781,Specialist,O
781,Hardware,O
781,Programs,O
781,Lead,O
781,?,O
781,Designed,O
781,and,O
782,executed,O
782,campaigns,O
782,based,O
782,on,O
782,key,O
782,industry,O
782,trends,O
782,and,O
782,strategic,O
782,market,O
782,opportunities,O
782,?,O
782,Developed,O
782,innovative,O
782,programs,O
782,aligned,O
782,to,O
782,business,O
782,requirements,O
782,and,O
782,sales,O
782,priorities,O
782,?,O
782,Worked,O
782,on,O
783,campaign,O
783,target,O
783,"lists,",O
783,key,O
783,"messages,",O
783,calls,O
783,to,O
783,action,O
783,and,O
783,success,O
783,metrics,O
783,?,O
783,Aligned,O
783,closely,O
783,with,O
783,stakeholders,O
783,like,O
783,Product,O
783,"Marketing,",O
783,Field,O
783,"Marketing,",O
783,Sales,O
783,Consulting,O
783,and,O
783,Sales,O
784,Management,O
784,teams,O
784,to,O
784,execute,O
784,campaigns,O
784,?,O
784,Published,O
784,regular,O
784,reports,O
784,on,O
784,program,O
784,"results,",O
784,highlighting,O
784,"patterns,",O
784,growth,O
784,"trends,",O
784,best,O
784,practices,O
784,and,O
784,key,O
784,learnings,O
784,?,O
784,Ensured,O
784,sales,O
784,teams,O
785,readiness,O
785,through,O
785,effective,O
785,sales,O
785,training,O
785,and,O
785,continually,O
785,worked,O
785,to,O
785,optimize,O
785,processes,O
785,Business,O
785,Analyst,O
785,-,O
785,Channel,O
785,Support,O
785,Specialist,O
785,?,O
785,Extended,O
785,complete,O
785,sales,O
785,support,O
785,to,O
785,Oracle,O
785,North,O
786,America,O
786,Alliances,O
786,&,O
786,Channel,O
786,Sales,O
786,team,O
786,?,O
786,Assisted,O
786,Field,O
786,Channel,O
786,Managers,O
786,in,O
786,indirect,O
786,deal,O
786,closures,O
786,with,O
786,complete,O
786,operations,O
786,support,O
786,from,O
786,order,O
786,to,O
786,cash,O
786,?,O
786,Primary,O
787,point,O
787,of,O
787,contact,O
787,to,O
787,the,O
787,four,O
787,exclusive,O
787,distributors,O
787,of,O
787,Oracle,O
787,and,O
787,other,O
787,tier,O
787,two,O
787,partners,O
787,in,O
787,the,O
787,North,O
787,America,O
787,region,O
787,?,O
787,Managed,O
787,the,O
787,non-standard,O
787,approval,O
788,requests,O
788,through,O
788,Oracles,O
788,unified,O
788,approval,O
788,chain,O
788,?,O
788,Supported,O
788,Group,O
788,Sales,O
788,Director,O
788,in,O
788,identifying,O
788,new,O
788,growth,O
788,areas,O
788,&,O
788,practices,O
788,in,O
788,line,O
788,with,O
788,sales,O
788,strategies,O
788,Highlights,O
788,at,O
789,Oracle:,O
789,Was,O
789,awarded,O
789,the,O
789,Most,O
789,Valuable,O
789,"Player,",O
789,an,O
789,accolade,O
789,given,O
789,to,O
789,the,O
789,top,O
789,performer,O
789,of,O
789,the,O
789,team,O
789,Winner,O
789,of,O
789,an,O
789,internal,O
789,contest,O
789,for,O
789,achieving,O
789,the,O
790,highest,O
790,SLA,O
790,on,O
790,a,O
790,consecutive,O
790,basis,O
790,Instrumental,O
790,in,O
790,training,O
790,the,O
790,new,O
790,hires,O
790,and,O
790,on-boarding,O
790,them,O
790,within,O
790,a,O
790,short,O
790,span,O
790,of,O
790,time,O
790,Recognised,O
790,by,O
790,senior,O
790,management,O
791,for,O
791,being,O
791,a,O
791,key,O
791,contributor,O
791,to,O
791,the,O
791,sales,O
791,team,O
791,Analyst,O
791,-,O
791,Operations,O
791,TESCO,O
791,-,O
791,"Bengaluru,",O
791,Karnataka,O
791,-,O
791,June,O
791,2006,O
791,to,O
791,November,O
791,2006,O
791,?,O
791,Worked,O
791,as,O
792,an,O
792,analyst,O
792,with,O
792,the,O
792,Accounts,O
792,Payable,O
792,team,O
792,?,O
792,Responsible,O
792,for,O
792,processing,O
792,vendor,O
792,invoices,O
792,EDUCATION,O
792,Post,Degree
792,Graduate,Degree
792,Diploma,Degree
792,in,Degree
792,Business,Degree
792,Administration,Degree
792,in,Degree
792,Marketing,Degree
792,and,Degree
792,Human,Degree
792,Resource,Degree
793,Mount,College Name
793,Carmel,College Name
793,Institute,College Name
793,of,College Name
793,Management,College Name
793,-,O
793,"Bengaluru,",O
793,Karnataka,O
793,June,O
793,2007,O
793,to,O
793,May,O
793,2009,O
793,SKILLS,O
793,Project,Skills
793,"Management,",Skills
793,Product,Skills
793,"Marketing,",Skills
793,Campaigns,Skills
793,"Management,",Skills
793,Digital,Skills
793,"Marketing,",Skills
793,Social,Skills
793,Media,Skills
793,"Marketing,",Skills
794,Marketing,Skills
794,"Operations,",Skills
794,Content,Skills
794,"Marketing,",Skills
794,Channels,Skills
794,"Operations,",Skills
794,Admin,Skills
794,"User,",Skills
794,Microsoft,Skills
794,"Office,",Skills
794,Cross,Skills
794,Functional,Skills
794,"Marketing,",Skills
794,"Salesforce,",Skills
794,Marketing,Skills
794,"Programs,",Skills
794,Global,Skills
794,"Marketing,",Skills
794,"Marketo,",Skills
794,Training,Skills
794,LINKS,O
794,https://www.linkedin.com/in/samyuktha-shivakumar-85568213/,O
794,ADDITIONAL,O
794,INFORMATION,O
794,Currently,O
795,on,O
795,a,O
795,break,O
795,to,O
795,be,O
795,with,O
795,toddler,O
795,child.,O
795,Looking,O
795,to,O
795,get,O
795,back,O
795,to,O
795,work,O
795,now.,O
795,https://www.linkedin.com/in/samyuktha-shivakumar-85568213/,O
795,Santosh,Name
795,Ganta,Name
795,Senior,Profil
795,Systems,Profil
795,Engineer,Profil
795,-,O
795,mainframe,O
795,Bengaluru,Location
795,",",O
796,Karnataka,O
796,-,O
796,Email,O
796,me,O
796,on,O
796,Indeed:,O
796,indeed.com/r/Santosh-Ganta/4270d63f03e71ee8,Email Address
796,Willing,O
796,to,O
796,relocate,O
796,to:,O
796,Bengaluru,Location
796,",",O
796,Karnataka,O
796,-,O
796,"hyderbad,",O
796,Telangana,O
796,-,O
796,"Chennai,",O
796,Tamil,O
796,Nadu,O
796,WORK,O
796,EXPERIENCE,O
796,Senior,Profil
796,Systems,Profil
797,Engineer,Profil
797,Infosys,Companies worked at
797,Limited,Companies worked at
797,-,O
797,"Chennai,",O
797,Tamil,O
797,Nadu,O
797,-,O
797,February,O
797,2014,O
797,to,O
797,Present,O
797,"Development,Testing,Support",O
797,Senior,O
797,system,O
797,engineer,O
797,Infosys,O
797,limited,O
797,"Development,Testing,Support",O
797,EDUCATION,O
797,B.Tech,Degree
797,in,Degree
797,Information,Degree
797,Technology,Degree
797,GMR,College Name
798,Institute,College Name
798,of,College Name
798,Technology,College Name
798,and,College Name
798,Management,College Name
798,-,O
798,"Kakinada,",O
798,Andhra,O
798,Pradesh,O
798,2013,Date
798,Pratibha,College Name
798,Junior,College Name
798,College,College Name
798,2009,Date
798,"English,",O
798,Hindi,O
798,S.R,College Name
798,high,College Name
798,School,College Name
798,-,College Name
798,"Chennai,",College Name
798,Tamil,College Name
798,Nadu,College Name
798,2006,Date
798,SKILLS,O
799,CA7,Skills
799,4,Skills
799,"years,",Skills
799,DB2,Skills
799,4,Skills
799,"years,",Skills
799,QMF,Skills
799,4,Skills
799,"years,",Skills
799,Cobol,Skills
799,4,Skills
799,"years,",Skills
799,Mainframe,Skills
799,4,Skills
799,"years,",Skills
799,Cics,Skills
799,4,Skills
799,"years,",Skills
799,Rexx,Skills
799,4,Skills
799,years,Skills
799,ADDITIONAL,O
799,INFORMATION,O
799,Adopt,O
799,to,O
800,any,O
800,kind,O
800,of,O
800,Environment.,O
800,Technical,O
800,Summary,O
800,https://www.indeed.com/r/Santosh-Ganta/4270d63f03e71ee8?isid=rex-download&ikw=download-top&co=IN,O
800,Tools:,Skills
800,"ISPF,",Skills
800,"SPUFI,",Skills
800,"QMF,",Skills
800,"File-Aid,",Skills
800,"MainView,",Skills
800,"Librarian,",Skills
800,"CA7,",Skills
800,"Control-M,",Skills
800,Xpeditor,Skills
800,Operating,Skills
800,System:,Skills
800,Windows,Skills
800,7,Skills
800,Database:,Skills
800,"DB2,",Skills
800,SQL,Skills
800,Server,Skills
801,Domain:,Skills
801,Retail,Skills
801,Packages:,Skills
801,MS,Skills
801,office,Skills
801,Secondary,Skills
801,Skills:,Skills
801,Java,Skills
801,"Script,",Skills
801,"HTML,",Skills
801,"JSP,",Skills
801,"Java,",Skills
801,Oracle,Skills
801,"10g,",Skills
801,Unix,Skills
801,Sarfaraz,Name
801,Ahmad,Name
801,Associate,Profil
801,network,Profil
801,engineer,Profil
801,-,O
801,TATA,Companies worked at
801,Communications,Companies worked at
801,Ltd,Companies worked at
801,Muzaffarpur,Location
802,",",O
802,Bihar,O
802,-,O
802,Email,O
802,me,O
802,on,O
802,Indeed:,O
802,indeed.com/r/Sarfaraz-Ahmad/1498048ada755ac3,O
802,Cisco,O
802,Certified,O
802,Internetwork,O
802,Associate,O
802,in,O
802,Routing,O
802,&,O
802,Switching,O
802,with,O
802,progressive,O
802,experience,O
802,in,O
802,deployment,O
802,and,O
802,administration,O
802,of,O
802,Network,O
803,infrastructure.,O
803,I,O
803,am,O
803,looking,O
803,for,O
803,opportunities,O
803,to,O
803,further,O
803,improve,O
803,my,O
803,abilities,O
803,&,O
803,Skills,O
803,in,O
803,the,O
803,field,O
803,of,O
803,Network,O
803,and,O
803,Security,O
803,technologies.,O
803,?,O
803,Professional,O
803,2.5,O
803,years,O
804,of,O
804,experience,O
804,in,O
804,network,O
804,Implementation,O
804,&,O
804,Troubleshooting,O
804,in,O
804,local,O
804,and,O
804,remote,O
804,environments.,O
804,?,O
804,Well,O
804,accented,O
804,with,O
804,the,O
804,key,O
804,IT,O
804,Skills,O
804,in,O
804,the,O
804,domain,O
804,of,O
804,LAN/WAN/Network,O
805,"Security,",O
805,installation,O
805,&,O
805,configuration,O
805,of,O
805,IT,O
805,"networks,",O
805,maintenance,O
805,&,O
805,troubleshooting.,O
805,?,O
805,Potential,O
805,of,O
805,handling,O
805,multiple,O
805,tasks,O
805,easily,O
805,and,O
805,capable,O
805,of,O
805,meeting,O
805,deadlines.,O
805,?,O
805,Possess,O
805,excellent,O
806,interpersonal,O
806,communications,O
806,and,O
806,organizational,O
806,Skills.,O
806,WORK,O
806,EXPERIENCE,O
806,Associate,Profil
806,network,Profil
806,engineer,Profil
806,TATA,O
806,Communications,O
806,Ltd,O
806,-,O
806,"Pune,",O
806,Maharashtra,O
806,-,O
806,March,O
806,2017,O
806,to,O
806,Present,O
806,Department:,O
806,CMIP,O
806,IP,O
806,Provisioning,O
807,Responsibilities:-,O
807,?,O
807,Working,O
807,on,O
807,Alcatel,O
807,Migration,O
807,project,O
807,for,O
807,Tata,O
807,Communications,O
807,"Ltd,",O
807,responsible,O
807,for,O
807,provisioning,O
807,and,O
807,migrating,O
807,customer,O
807,services,O
807,from,O
807,Cisco,O
807,7200/7600,O
807,/Juniper,O
807,MX104,O
807,to,O
807,Alcatel,O
808,provider,O
808,edge,O
808,router,O
808,SR,O
808,7750,O
808,?,O
808,To,O
808,carry,O
808,out,O
808,bulk,O
808,migration,O
808,and,O
808,planned,O
808,events,O
808,of,O
808,enterprise,O
808,customers,O
808,to,O
808,enhance,O
808,the,O
808,network,O
808,capabilities,O
808,and,O
808,compatibilities,O
808,for,O
809,new,O
809,technologies.,O
809,?,O
809,Responsible,O
809,for,O
809,carrying,O
809,domestic,O
809,as,O
809,well,O
809,as,O
809,international,O
809,customer,O
809,services,O
809,migration,O
809,activities,O
809,in,O
809,bulk.,O
809,Involving,O
809,all,O
809,other,O
809,stakeholders,O
809,responsible,O
809,for,O
809,end,O
809,to,O
810,end,O
810,delivery,O
810,of,O
810,customer,O
810,"services,",O
810,to,O
810,carry,O
810,the,O
810,successful,O
810,migration.,O
810,?,O
810,Parenting,O
810,existing,O
810,business,O
810,switch,O
810,ring,O
810,with,O
810,Alcatel,O
810,Routers,O
810,in,O
810,combination,O
810,with,O
810,cisco,O
810,routers,O
810,with,O
811,the,O
811,help,O
811,of,O
811,field,O
811,Engineers,O
811,and,O
811,synchronizing,O
811,vlan,O
811,database,O
811,on,O
811,each,O
811,switch.,O
811,?,O
811,Shut,O
811,the,O
811,interface,O
811,and,O
811,protocol,O
811,on,O
811,Cisco,O
811,Routers,O
811,and,O
811,un-shut,O
811,the,O
811,interface,O
812,on,O
812,Alcatel,O
812,routers,O
812,during,O
812,Migration,O
812,activity.,O
812,?,O
812,Comparing,O
812,the,O
812,results,O
812,of,O
812,pre-check,O
812,and,O
812,post-checks,O
812,and,O
812,revert,O
812,the,O
812,links,O
812,to,O
812,cisco,O
812,that,O
812,are,O
812,not,O
812,coming,O
812,Up,O
813,on,O
813,Alcatel,O
813,or,O
813,not,O
813,compatible,O
813,with,O
813,cisco,O
813,i.e.,O
813,EIGRP.,O
813,?,O
813,Troubleshooting,O
813,and,O
813,resolving,O
813,the,O
813,customer,O
813,issues,O
813,related,O
813,to,O
813,either,O
813,at,O
813,routing,O
813,level,O
813,such,O
813,as,O
813,"EIGRP,",O
814,"OSPF,",O
814,"BGP,",O
814,MPLS,O
814,or,O
814,at,O
814,access,O
814,level,O
814,Post,O
814,migration,O
814,activity.,O
814,?,O
814,Troubleshooting,O
814,and,O
814,managing,O
814,LAN-to-LAN,O
814,VPN,O
814,on,O
814,cisco,O
814,router.,O
814,?,O
814,Troubleshooting,O
814,and,O
814,managing,O
814,GRE,O
814,Tunnel,O
815,on,O
815,services,O
815,Getaway.,O
815,?,O
815,Configuration,O
815,on,O
815,"cisco,",O
815,"juniper,",O
815,Huawei,O
815,switch,O
815,creation,O
815,Ether,O
815,"channel,",O
815,"VLAN,",O
815,"MSTP,",O
815,"QNQ,",O
815,Dot1Q,O
815,etc.,O
815,?,O
815,Configuring,O
815,and,O
815,managing,O
815,SVI,O
815,interface,O
815,on,O
816,a,O
816,Layer3,O
816,switch,O
816,to,O
816,provide,O
816,inter,O
816,VLAN,O
816,routing.,O
816,?,O
816,Configuration,O
816,Line,O
816,VTY,O
816,on,O
816,customer,O
816,CISCO,O
816,router.,O
816,https://www.indeed.com/r/Sarfaraz-Ahmad/1498048ada755ac3?isid=rex-download&ikw=download-top&co=IN,O
816,?,O
816,Configuration,O
816,port,O
816,security,O
816,on,O
816,customer,O
816,hand,O
816,up,O
817,switch,O
817,port.,O
817,?,O
817,Troubleshooting,O
817,end,O
817,user,O
817,network,O
817,connectivity,O
817,issue.,O
817,?,O
817,Performing,O
817,technical,O
817,escalations,O
817,in,O
817,line,O
817,with,O
817,company,O
817,policy.,O
817,?,O
817,Accountable,O
817,for,O
817,customer,O
817,review,O
817,meetings,O
817,weekly,O
818,basis,O
818,&,O
818,giving,O
818,feedback,O
818,to,O
818,the,O
818,subordinate,O
818,team,O
818,and,O
818,Management.,O
818,?,O
818,Responsible,O
818,for,O
