,Sentence_#,Word,Tag
15003,780,work,O
15004,780,ethic.,O
15005,781,I,O
15006,781,am,O
15007,781,a,O
15008,781,technical,O
15009,781,expert,O
15010,781,in,O
15011,781,a,O
15012,781,number,O
15013,781,of,O
15014,781,network,O
15015,781,"areas,",O
15016,781,in,O
15017,781,particular,O
15018,781,"connectivity,",O
15019,781,"performance,",O
15020,781,scalability,O
15021,781,and,O
15022,781,security.,O
15023,782,As,O
15024,782,an,O
15025,782,articulate,O
15026,782,"communicator,",O
15027,782,I,O
15028,782,have,O
15029,782,ability,O
15030,782,to,O
15031,782,influence,O
15032,782,people,O
15033,782,at,O
15034,782,every,O
15035,782,level,O
15036,782,by,O
15037,782,ensuring,O
15038,782,that,O
15039,782,issues,O
15040,782,are,O
15041,782,"discussed,",O
15042,782,conflicts,O
15043,782,are,O
15044,782,resolved,O
15045,782,and,O
15046,782,the,O
15047,782,best,O
15048,782,solutions,O
15049,782,are,O
15050,782,delivered.,O
15051,783,In,O
15052,783,my,O
15053,783,current,O
15054,783,role,O
15055,783,I,O
15056,783,work,O
15057,783,with,O
15058,783,the,O
15059,783,rest,O
15060,783,of,O
15061,783,the,O
15062,783,team,O
15063,783,to,O
15064,783,ensure,O
15065,783,the,O
15066,783,successful,O
15067,783,delivery,O
15068,783,and,O
15069,783,operation,O
15070,783,of,O
15071,783,all,O
15072,783,supported,O
15073,783,services.,O
15074,784,Right,O
15075,784,"now,",O
15076,784,I,O
15077,784,would,O
15078,784,like,O
15079,784,to,O
15080,784,join,O
15081,784,a,O
15082,784,growing,O
15083,784,company,O
15084,784,that,O
15085,784,wants,O
15086,784,to,O
15087,784,recruit,O
15088,784,proven,O
15089,784,and,O
15090,784,experienced,O
15091,784,IT,O
15092,784,people.,O
15093,785,Willing,O
15094,785,to,O
15095,785,relocate,O
15096,785,Anywhere,O
15097,785,WORK,O
15098,785,EXPERIENCE,O
15099,785,Cisco,COMPANIES_WORKED_AT
15100,785,"Samba,",O
15101,785,Jammu,O
15102,785,and,O
15103,785,Kashmir,O
15104,785,2000,DATE
15105,785,to,O
15106,785,2000,DATE
15107,785,Ample,O
15108,785,knowledge,O
15109,785,in,O
15110,785,Windows,O
15111,785,98,O
15112,785,\,O
15113,785,Me,O
15114,785,\,O
15115,785,Xp,O
15116,785,\,O
15117,785,2000,DATE
15118,785,\,O
15119,785,Server,O
15120,785,2003,DATE
15121,785,\Server,O
15122,785,2008,DATE
15123,785,\Server,O
15124,785,2008r2\Server,O
15125,785,2012,DATE
15126,785,?,O
15127,786,Active,O
15128,786,directory,O
15129,786,"management,",O
15130,786,NTFS,O
15131,786,"security,",O
15132,786,disk,O
15133,786,quota,O
15134,786,management,O
15135,786,?,O
15136,787,Good,O
15137,787,understanding,O
15138,787,of,O
15139,787,OSI,O
15140,787,"Model,",O
15141,787,TCP/IP,O
15142,787,protocol,O
15143,787,suite,O
15144,787,"IP,",O
15145,787,"ARP,",O
15146,787,"ICMP,",O
15147,787,"TCP,",O
15148,787,"UDP,",O
15149,787,"RARP,",O
15150,787,"FTP,",O
15151,787,TFTP,O
15152,787,?,O
15153,788,Ample,O
15154,788,understanding,O
15155,788,of,O
15156,788,Bridging,O
15157,788,and,O
15158,788,switching,O
15159,788,concepts,O
15160,788,and,O
15161,788,LAN,O
15162,788,technologies,O
15163,788,?,O
15164,789,IP,O
15165,789,addressing,O
15166,789,and,O
15167,789,"subnetting,",O
15168,789,Routing,O
15169,789,concepts,O
15170,789,?,O
15171,790,Sound,O
15172,790,knowledge,O
15173,790,of,O
15174,790,routing,O
15175,790,protocols,O
15176,790,RIP,O
15177,790,"V1/V2,",O
15178,790,"OSPF,",O
15179,790,IGRP,O
15180,790,&,O
15181,790,EIGRP,O
15182,790,?,O
15183,791,Switches,O
15184,791,Basic,O
15185,791,Configuration,O
15186,791,&,O
15187,791,VLAN,O
15188,791,setup,O
15189,791,on,O
15190,791,Cisco,COMPANIES_WORKED_AT
15191,791,"1900,",O
15192,791,"2950,",O
15193,791,2960,DATE
15194,791,Switches,O
15195,791,&,O
15196,791,Troubleshooting.,O
15197,792,Router,O
15198,792,Basic,O
15199,792,Configuration,O
15200,792,&,O
15201,792,monitoring,O
15202,792,of,O
15203,792,Cisco,COMPANIES_WORKED_AT
15204,792,"2500,",O
15205,792,"2600,",O
15206,792,1800,DATE
15207,792,?,O
15208,793,Vlan,O
15209,793,"configuration,",O
15210,793,switching,O
15211,793,"isl,",O
15212,793,dotlq,O
15213,793,?,O
15214,794,Cisco,COMPANIES_WORKED_AT
15215,794,Firewall,O
15216,794,5500,DATE
15217,794,Series,O
15218,794,Configuration,O
15219,794,and,O
15220,794,policies,O
15221,794,Setup,O
15222,794,and,O
15223,794,Troubleshooting.,O
15224,795,Back-up,O
15225,795,and,O
15226,795,restore,O
15227,795,of,O
15228,795,all,O
15229,795,critical,O
15230,795,resources,O
15231,795,including,O
15232,795,router,O
15233,795,&,O
15234,795,switches,O
15235,795,"IOS,",O
15236,795,"Outlook,",O
15237,795,"DHCP,",O
15238,795,DNS.,O
15239,796,Functioning,O
15240,796,knowledge,O
15241,796,of,O
15242,796,wan,O
15243,796,"solution,",O
15244,796,protocol,O
15245,796,"HDLC,",O
15246,796,PPP,O
15247,796,?,O
15248,797,Working,O
15249,797,knowledge,O
15250,797,"of,",O
15251,797,DHCP,O
15252,797,"Server,",O
15253,797,DNS,O
15254,797,"Server,",O
15255,797,"ADDS,",O
15256,797,Proxy,O
15257,797,Server,O
15258,797,on,O
15259,797,Linux,O
15260,797,and,O
15261,797,Complete,O
15262,797,Knowledge,O
15263,797,on,O
15264,797,Windows,O
15265,797,?,O
15266,798,Security,O
15267,798,administration,O
15268,798,port,O
15269,798,security,O
15270,798,on,O
15271,798,switch,O
15272,798,and,O
15273,798,IP,O
15274,798,security,O
15275,798,on,O
15276,798,Router,O
15277,798,via,O
15278,798,Access,O
15279,798,list,O
15280,798,?,O
15281,799,Familiar,O
15282,799,with,O
15283,799,web,O
15284,799,technology,O
15285,799,HTML,O
15286,799,CSS,O
15287,799,?,O
15288,800,Setting,O
15289,800,up,O
15290,800,Secure,O
15291,800,NFS,O
15292,800,Servers,O
15293,800,with,O
15294,800,multiple,O
15295,800,Clients,O
15296,800,for,O
15297,800,File,O
15298,800,and,O
15299,800,Disk,O
15300,800,sharing.,O
15301,801,Setting,O
15302,801,up,O
15303,801,SAMBA,O
15304,801,"servers,",O
15305,801,to,O
15306,801,enable,O
15307,801,Windows,O
15308,801,clients,O
15309,801,to,O
15310,801,communicate,O
15311,801,with,O
15312,801,Linux,O
15313,801,without,O
15314,801,the,O
15315,801,need,O
15316,801,of,O
15317,801,additional,O
15318,801,software,O
15319,801,on,O
15320,801,the,O
15321,801,Windows,O
15322,801,side.,O
15323,802,Configuring,O
15324,802,NIS,O
15325,802,Servers,O
15326,802,for,O
15327,802,Centralized,O
15328,802,and,O
15329,802,secure,O
15330,802,Password,O
15331,802,and,O
15332,802,Login,O
15333,802,Management,O
15334,802,?,O
15335,803,Linux,O
15336,803,user,O
15337,803,management,O
15338,803,"creating,",O
15339,803,changing,O
15340,803,"group,",O
15341,803,and,O
15342,803,assign,O
15343,803,permission,O
15344,803,on,O
15345,803,resources,O
15346,803,?,O
15347,804,Recover,O
15348,804,of,O
15349,804,root,O
15350,804,password,O
15351,804,securing,O
15352,804,terminals,O
15353,804,Hardware,O
15354,804,?,O
15355,805,Computer,O
15356,805,assembling,O
15357,805,and,O
15358,805,maintenance.,O
15359,806,Troubleshooting,O
15360,806,hardware,O
15361,806,and,O
15362,806,software,O
15363,806,problems.,O
15364,807,Installing,O
15365,807,and,O
15366,807,configuring,O
15367,807,the,O
15368,807,"peripherals,",O
15369,807,components,O
15370,807,and,O
15371,807,drivers.,O
15372,808,https://www.indeed.com/r/Pulkit-Saxena/ad3f35bfe88a0410?isid=rex-download&ikw=download-top&co=IN,O
15373,808,?,O
15374,809,Installing,O
15375,809,software,O
15376,809,and,O
15377,809,application,O
15378,809,to,O
15379,809,user,O
15380,809,standards.,O
15381,810,EDUCATION,O
15382,810,MCL,DEGREE
15383,810,in,DEGREE
15384,810,Computer,DEGREE
15385,810,Application,DEGREE
15386,810,IGNOU,COLLEGE_NAME
15387,810,BACHELOR'S,DEGREE
15388,810,IN,DEGREE
15389,810,SCIENCE,DEGREE
15390,810,in,DEGREE
15391,810,COMPUTER,DEGREE
15392,810,NETWORKING,DEGREE
15393,810,Karnataka,COLLEGE_NAME
15394,810,State,COLLEGE_NAME
15395,810,University,COLLEGE_NAME
15396,810,Computer,DEGREE
15397,810,Networking,DEGREE
15398,810,Aptech,COLLEGE_NAME
15399,810,Institute,COLLEGE_NAME
15400,810,of,COLLEGE_NAME
15401,810,Technology,COLLEGE_NAME
15402,810,Computing,O
15403,810,Aptech,COLLEGE_NAME
15404,810,Institute,COLLEGE_NAME
15405,810,of,COLLEGE_NAME
15406,810,Technology,COLLEGE_NAME
15407,810,SKILLS,O
15408,810,Firewall,SKILLS
15409,810,1,YEARS_OF_EXPERIENCE
15410,810,"year,",SKILLS
15411,810,HTML,SKILLS
15412,810,1,YEARS_OF_EXPERIENCE
15413,810,"year,",SKILLS
15414,810,MICROSOFT,SKILLS
15415,810,WINDOWS,SKILLS
15416,810,1,YEARS_OF_EXPERIENCE
15417,810,"year,",SKILLS
15418,810,Router,SKILLS
15419,810,1,YEARS_OF_EXPERIENCE
15420,810,"year,",SKILLS
15421,810,security.,SKILLS
15422,811,1,YEARS_OF_EXPERIENCE
15423,811,year,SKILLS
15424,811,ADDITIONAL,O
15425,811,INFORMATION,O
15426,811,SKILLS,O
15427,811,?,O
15428,812,A,SKILLS
15429,812,computer,SKILLS
15430,812,expert,SKILLS
15431,812,with,SKILLS
15432,812,hardware,SKILLS
15433,812,and,SKILLS
15434,812,software,SKILLS
15435,812,grab.,SKILLS
15436,813,Administration,SKILLS
15437,813,and,SKILLS
15438,813,Back-end,SKILLS
15439,813,handling,SKILLS
15440,813,Technical,SKILLS
15441,813,on,SKILLS
15442,813,overall,SKILLS
15443,813,basis,SKILLS
15444,813,of,SKILLS
15445,813,the,SKILLS
15446,813,Branch.,SKILLS
15447,814,Convincing,SKILLS
15448,814,people,SKILLS
15449,814,tactfully,SKILLS
15450,814,so,SKILLS
15451,814,as,SKILLS
15452,814,to,SKILLS
15453,814,make,SKILLS
15454,814,the,SKILLS
15455,814,company,SKILLS
15456,814,an,SKILLS
15457,814,option,SKILLS
15458,814,for,SKILLS
15459,814,the,SKILLS
15460,814,user.,SKILLS
15461,815,Remote,O
15462,815,Access,O
15463,815,PROFESSIONAL,O
15464,815,?,O
15465,816,MICROSOFT,O
15466,816,Certified,O
15467,816,ADDITIONAL,O
15468,816,SKILLS,O
15469,816,?,SKILLS
15470,817,ADVANCED,SKILLS
15471,817,MS,SKILLS
15472,817,OFFICE,SKILLS
15473,817,"WORD,",SKILLS
15474,817,"POWERPOINT,",SKILLS
15475,817,"EXCEL,",SKILLS
15476,817,ETC.,SKILLS
15477,818,ADOBE,SKILLS
15478,818,"PHOTOSHOP,",SKILLS
15479,818,READER,SKILLS
15480,818,"X,",SKILLS
15481,818,"ACROBAT,",SKILLS
15482,818,COREL,SKILLS
15483,818,"DRAW,",SKILLS
15484,818,MICROMEDIA,SKILLS
15485,818,FLASH,SKILLS
15486,818,ETC.,SKILLS
15487,819,JAVA,SKILLS
15488,819,"NETBEANS,",SKILLS
15489,819,"SQL,",SKILLS
15490,819,"HTML,",SKILLS
15491,819,CMD,SKILLS
15492,819,"PROMPT,",SKILLS
15493,819,ETC.,SKILLS
15494,820,FAMILIAR,SKILLS
15495,820,WITH,SKILLS
15496,820,ALL,SKILLS
15497,820,SORTS,SKILLS
15498,820,OF,SKILLS
15499,820,WINDOW,SKILLS
15500,820,SETS,SKILLS
15501,820,AND,SKILLS
15502,820,WEB,SKILLS
15503,820,BROWSERS.,SKILLS
15504,821,ALL,SKILLS
15505,821,KINDS,SKILLS
15506,821,OF,SKILLS
15507,821,UTILITY,SKILLS
15508,821,SOFTWARES,SKILLS
15509,821,AND,SKILLS
15510,821,HARDWARE,SKILLS
15511,821,OPTIONS,SKILLS
15512,821,TO,SKILLS
15513,821,INCREASE,SKILLS
15514,821,EFFICIENCY,SKILLS
15515,821,AND,SKILLS
15516,821,EFFECTIVENESS,SKILLS
15517,821,IN,SKILLS
15518,821,WORKING.,SKILLS
15519,822,COMPLETE,SKILLS
15520,822,KNOWLEDGE,SKILLS
15521,822,OF,SKILLS
15522,822,MICROSOFT,SKILLS
15523,822,EXCHANGE,SKILLS
15524,822,SERVER,SKILLS
15525,822,2012.,SKILLS
15526,823,CAN,SKILLS
15527,823,DEVELOP,SKILLS
15528,823,WEBSITES,SKILLS
15529,823,BASED,SKILLS
15530,823,ON,SKILLS
15531,823,"HTML,",SKILLS
15532,823,PHP,SKILLS
15533,823,ETC.,SKILLS
15534,824,BASIC,SKILLS
15535,824,KNOWLEDGE,SKILLS
15536,824,OF,SKILLS
15537,824,ANDROID,SKILLS
15538,824,AND,SKILLS
15539,824,MAC,SKILLS
15540,824,APPLICATIONS.,SKILLS
15541,825,COMPLETE,SKILLS
15542,825,KNOWLEDGE,SKILLS
15543,825,OF,SKILLS
15544,825,SERVER,SKILLS
15545,825,AND,SKILLS
15546,825,CLIENT,SKILLS
15547,825,BASED,SKILLS
15548,825,ENVIRONMENT,SKILLS
15549,825,?,SKILLS
15550,826,BASIC,SKILLS
15551,826,KNOWLEDGE,SKILLS
15552,826,OF,SKILLS
15553,826,MICROSOFT,SKILLS
15554,826,WINDOWS,SKILLS
15555,826,FIREWALL,SKILLS
15556,826,Puneet,NAME
15557,826,Singh,NAME
15558,826,Associate,PROFIL
15559,826,Software,PROFIL
15560,826,Engineer,PROFIL
15561,826,Bengaluru,LOCATION
15562,826,",",O
15563,826,Karnataka,O
15564,826,Email,O
15565,826,me,O
15566,826,on,O
15567,826,Indeed,O
15568,826,indeed.com/r/Puneet-Singh/cb1ede9ee6d21bca,EMAIL_ADDRESS
15569,826,Willing,O
15570,826,to,O
15571,826,relocate,O
15572,826,to,O
15573,826,Bangalore,O
15574,826,"Urban,",O
15575,826,Karnataka,O
15576,826,WORK,O
15577,826,EXPERIENCE,O
15578,826,Associate,PROFIL
15579,826,Software,PROFIL
15580,826,Engineer,PROFIL
15581,826,oracle,O
15582,826,Associate,O
15583,826,Software,O
15584,826,Engineer,O
15585,826,in,O
15586,826,Oracle,COMPANIES_WORKED_AT
15587,826,India,COMPANIES_WORKED_AT
15588,826,Pvt,COMPANIES_WORKED_AT
15589,826,Ltd,COMPANIES_WORKED_AT
15590,826,through,O
15591,826,Trigent,O
15592,826,Software,O
15593,826,Pvt,O
15594,826,Ltd,O
15595,826,Experience,O
15596,826,in,O
15597,826,Oracle,O
15598,826,Hyperion,O
15599,826,Products,O
15600,826,and,O
15601,826,Automation,O
15602,826,Scripting.,O
15603,827,September,O
15604,827,onwards,O
15605,827,Perform,O
15606,827,automation,O
15607,827,through,O
15608,827,python,O
15609,827,and,O
15610,827,batch,O
15611,827,scripting.,O
15612,828,Provide,O
15613,828,application,O
15614,828,maintenance,O
15615,828,and,O
15616,828,client,O
15617,828,support.,O
15618,829,Experience,O
15619,829,in,O
15620,829,Cloud,O
15621,829,Technologies,O
15622,829,like,O
15623,829,Amazon,O
15624,829,Web,O
15625,829,Services,O
15626,829,AWS,O
15627,829,"VPC,",O
15628,829,"EC2,",O
15629,829,"S3,",O
15630,829,"ELB,",O
15631,829,"IAM,",O
15632,829,Auto,O
15633,829,"Scaling,",O
15634,829,Route,O
15635,829,"53,",O
15636,829,"SQS,",O
15637,829,"SNS,",O
15638,829,"RDS,",O
15639,829,Cloud,O
15640,829,"Watch,",O
15641,829,Dynamo,O
15642,829,DB.,O
15643,830,Utilized,O
15644,830,Cloud,O
15645,830,Watch,O
15646,830,to,O
15647,830,monitor,O
15648,830,AWS,O
15649,830,resources,O
15650,830,to,O
15651,830,set,O
15652,830,alarms,O
15653,830,for,O
15654,830,"notification,",O
15655,830,and,O
15656,830,to,O
15657,830,monitor,O
15658,830,logs,O
15659,830,for,O
15660,830,a,O
15661,830,better,O
15662,830,operation,O
15663,830,of,O
15664,830,the,O
15665,830,system.,O
15666,831,Experience,O
15667,831,working,O
15668,831,with,O
15669,831,automated,O
15670,831,build,O
15671,831,platforms/continuous,O
15672,831,integration,O
15673,831,using,O
15674,831,DevOps,O
15675,831,architecture.,O
15676,832,Implementing,O
15677,832,DevOps,O
15678,832,tools,O
15679,832,like,O
15680,832,Ansible,O
15681,832,as,O
15682,832,configuration,O
15683,832,management,O
15684,832,for,O
15685,832,Continuous,O
15686,832,Integration,O
15687,832,and,O
15688,832,Continuous,O
15689,832,Deployment,O
15690,832,with,O
15691,832,build,O
15692,832,tools,O
15693,832,using,O
15694,832,Maven,O
15695,832,on,O
15696,832,Cloud,O
15697,832,Infrastructure,O
15698,832,using,O
15699,832,AWS.,O
15700,833,Experience,O
15701,833,on,O
15702,833,version,O
15703,833,control,O
15704,833,tool,O
15705,833,Creating,O
15706,833,"branches,",O
15707,833,tracking,O
15708,833,"changes,",O
15709,833,maintaining,O
15710,833,the,O
15711,833,history,O
15712,833,of,O
15713,833,code,O
15714,833,and,O
15715,833,helping,O
15716,833,the,O
15717,833,Developers,O
15718,833,in,O
15719,833,GIT,O
15720,833,related,O
15721,833,issues.,O
15722,834,Worked,O
15723,834,on,O
15724,834,Jenkins,O
15725,834,for,O
15726,834,continuous,O
15727,834,integration,O
15728,834,and,O
15729,834,for,O
15730,834,End,O
15731,834,to,O
15732,834,End,O
15733,834,automation,O
15734,834,for,O
15735,834,all,O
15736,834,build,O
15737,834,and,O
15738,834,deployments.,O
15739,835,Worked,O
15740,835,with,O
15741,835,Ansible,O
15742,835,as,O
15743,835,a,O
15744,835,configuration,O
15745,835,management,O
15746,835,"tool,",O
15747,835,created,O
15748,835,playbooks,O
15749,835,to,O
15750,835,automate,O
15751,835,repetitive,O
15752,835,"tasks,",O
15753,835,quickly,O
15754,835,deploy,O
15755,835,"applications,",O
15756,835,and,O
15757,835,proactively,O
15758,835,manage,O
15759,835,change.,O
15760,836,WORK,O
15761,836,EXPERIENCE,O
15762,836,Software,PROFIL
15763,836,Engineer,PROFIL
15764,836,Disney,O
15765,836,September,O
15766,836,2014,DATE
15767,836,to,O
15768,836,Present,O
15769,836,Responsibilities,O
15770,836,*,O
15771,836,Coordinate/assist,O
15772,836,developers,O
15773,836,with,O
15774,836,establishing,O
15775,836,and,O
15776,836,applying,O
15777,836,appropriate,O
15778,836,"branching,",O
15779,836,labeling/,O
15780,836,naming,O
15781,836,conventions,O
15782,836,using,O
15783,836,GIT,O
15784,836,source,O
15785,836,control.,O
15786,837,*,O
15787,837,Implemented,O
15788,837,the,O
15789,837,setup,O
15790,837,for,O
15791,837,Master,O
15792,837,slave,O
15793,837,architecture,O
15794,837,to,O
15795,837,improve,O
15796,837,the,O
15797,837,performance,O
15798,837,of,O
15799,837,Jenkins.,O
15800,838,*,O
15801,838,Used,O
15802,838,Jenkins,O
15803,838,to,O
15804,838,implement,O
15805,838,Continuous,O
15806,838,Integration,O
15807,838,and,O
15808,838,deployment,O
15809,838,into,O
15810,838,Tomcat/Web,O
15811,838,logic,O
15812,838,Application,O
15813,838,server.,O
15814,839,*,O
15815,839,Created,O
15816,839,Ansible,O
15817,839,playbooks,O
15818,839,for,O
15819,839,automating,O
15820,839,the,O
15821,839,"Infrastructure,",O
15822,839,deployment,O
15823,839,process.,O
15824,840,*,O
15825,840,Managed,O
15826,840,"clients,",O
15827,840,"roles,",O
15828,840,"tasks,",O
15829,840,playbooks,O
15830,840,in,O
15831,840,Ansible.,O
15832,841,*,O
15833,841,Deploy,O
15834,841,and,O
15835,841,monitor,O
15836,841,scalable,O
15837,841,infrastructure,O
15838,841,on,O
15839,841,AWS,O
15840,841,&,O
15841,841,configuration,O
15842,841,management.,O
15843,842,*,O
15844,842,Worked,O
15845,842,on,O
15846,842,making,O
15847,842,application,O
15848,842,more,O
15849,842,scalable,O
15850,842,and,O
15851,842,highly,O
15852,842,available,O
15853,842,in,O
15854,842,AWS.,O
15855,843,*,O
15856,843,Created,O
15857,843,AWS,O
15858,843,IAM,O
15859,843,roles,O
15860,843,&,O
15861,843,total,O
15862,843,architecture,O
15863,843,deployment,O
15864,843,end,O
15865,843,to,O
15866,843,end,O
15867,843,creation,O
15868,843,of,O
15869,843,EC2,O
15870,843,instances,O
15871,843,&,O
15872,843,its,O
15873,843,infrastructure,O
15874,843,Environment,O
15875,843,"GIT,",O
15876,843,"Maven,",O
15877,843,"Jenkins,",O
15878,843,"Tomcat,",O
15879,843,"Docker,",O
15880,843,"Jira,",O
15881,843,"AWS,",O
15882,843,"Ansible,",O
15883,843,LAMP,O
15884,843,Software,PROFIL
15885,843,Engineer,PROFIL
15886,843,https://www.indeed.com/r/Rahul-Bollu/dc40f5ce78045741?isid=rex-download&ikw=download-top&co=IN,O
15887,843,HCL,COMPANIES_WORKED_AT
15888,843,Technologies,COMPANIES_WORKED_AT
15889,843,-,COMPANIES_WORKED_AT
15890,843,September,O
15891,843,2014,DATE
15892,843,to,O
15893,843,Present,O
15894,843,?,O
15895,844,Coordinate/assist,O
15896,844,developers,O
15897,844,with,O
15898,844,establishing,O
15899,844,and,O
15900,844,applying,O
15901,844,appropriate,O
15902,844,"branching,",O
15903,844,labeling/,O
15904,844,naming,O
15905,844,conventions,O
15906,844,using,O
15907,844,GIT,O
15908,844,source,O
15909,844,control.,O
15910,845,Implemented,O
15911,845,the,O
15912,845,setup,O
15913,845,for,O
15914,845,Master,O
15915,845,slave,O
15916,845,architecture,O
15917,845,to,O
15918,845,improve,O
15919,845,the,O
15920,845,performance,O
15921,845,of,O
15922,845,Jenkins.,O
15923,846,Used,O
15924,846,Jenkins,O
15925,846,to,O
15926,846,implement,O
15927,846,Continuous,O
15928,846,Integration,O
15929,846,and,O
15930,846,deployment,O
15931,846,into,O
15932,846,Tomcat/Web,O
15933,846,logic,O
15934,846,Application,O
15935,846,server.,O
15936,847,Created,O
15937,847,Ansible,O
15938,847,playbooks,O
15939,847,for,O
15940,847,automating,O
15941,847,the,O
15942,847,"Infrastructure,",O
15943,847,deployment,O
15944,847,process.,O
15945,848,Managed,O
15946,848,"clients,",O
15947,848,"roles,",O
15948,848,"tasks,",O
15949,848,playbooks,O
15950,848,in,O
15951,848,Ansible.,O
15952,849,Deploy,O
15953,849,and,O
15954,849,monitor,O
15955,849,scalable,O
15956,849,infrastructure,O
15957,849,on,O
15958,849,AWS,O
15959,849,&,O
15960,849,configuration,O
15961,849,management.,O
15962,850,Worked,O
15963,850,on,O
15964,850,making,O
15965,850,application,O
15966,850,more,O
15967,850,scalable,O
15968,850,and,O
15969,850,highly,O
15970,850,available,O
15971,850,in,O
15972,850,AWS.,O
15973,851,Created,O
15974,851,AWS,O
15975,851,IAM,O
15976,851,roles,O
15977,851,&,O
15978,851,total,O
15979,851,architecture,O
15980,851,deployment,O
15981,851,end,O
15982,851,to,O
15983,851,end,O
15984,851,creation,O
15985,851,of,O
15986,851,EC2,O
15987,851,instances,O
15988,851,&,O
15989,851,its,O
15990,851,infrastructure.,O
15991,852,Process,PROFIL
15992,852,Associate,PROFIL
15993,852,Microsoft,COMPANIES_WORKED_AT
15994,852,July,O
15995,852,2013,DATE
15996,852,to,O
15997,852,August,O
15998,852,2014,DATE
15999,852,Responsibilities,O
16000,852,*,O
16001,852,Collect,O
16002,852,and,O
16003,852,document,O
16004,852,user,O
16005,852,requirements.,O
16006,853,*,O
16007,853,Design,O
16008,853,and,O
16009,853,develop,O
16010,853,database,O
16011,853,architecture,O
16012,853,for,O
16013,853,information,O
16014,853,systems,O
16015,853,projects.,O
16016,854,*,O
16017,854,"Design,",O
16018,854,"construct,",O
16019,854,"modify,",O
16020,854,"integrate,",O
16021,854,implement,O
16022,854,and,O
16023,854,test,O
16024,854,data,O
16025,854,models,O
16026,854,and,O
16027,854,database,O
16028,854,management,O
16029,854,systems.,O
16030,855,*,O
16031,855,Conduct,O
16032,855,research,O
16033,855,and,O
16034,855,provide,O
16035,855,advice,O
16036,855,to,O
16037,855,other,O
16038,855,informatics,O
16039,855,professionals,O
16040,855,regarding,O
16041,855,the,O
16042,855,"selection,",O
16043,855,application,O
16044,855,and,O
16045,855,implementation,O
16046,855,of,O
16047,855,database,O
16048,855,management,O
16049,855,tools.,O
16050,856,*,O
16051,856,Operate,O
16052,856,database,O
16053,856,management,O
16054,856,systems,O
16055,856,to,O
16056,856,analyze,O
16057,856,data,O
16058,856,and,O
16059,856,perform,O
16060,856,data,O
16061,856,mining,O
16062,856,analysis.,O
16063,857,EDUCATION,O
16064,857,Bachelor,DEGREE
16065,857,Of,DEGREE
16066,857,Science,DEGREE
16067,857,Vaughn,COLLEGE_NAME
16068,857,College,COLLEGE_NAME
16069,857,of,COLLEGE_NAME
16070,857,Aeronautics,COLLEGE_NAME
16071,857,and,COLLEGE_NAME
16072,857,Technology,COLLEGE_NAME
16073,857,SKILLS,O
16074,857,AWS,SKILLS
16075,857,3,YEARS_OF_EXPERIENCE
16076,857,"years,",YEARS_OF_EXPERIENCE
16077,857,"Tomcat,",SKILLS
16078,857,"Ansible,",SKILLS
16079,857,"git,",SKILLS
16080,857,"LAMP,",SKILLS
16081,857,"docker,",SKILLS
16082,857,"jenkins,",SKILLS
16083,857,"Maven,",SKILLS
16084,857,Jira,SKILLS
16085,857,ADDITIONAL,O
16086,857,INFORMATION,O
16087,857,Technical,O
16088,857,Skills,O
16089,857,Cloud,SKILLS
16090,857,Technologies,SKILLS
16091,857,AWS,SKILLS
16092,857,Operating,SKILLS
16093,857,Systems,SKILLS
16094,857,"Linux,",SKILLS
16095,857,Windows.,SKILLS
16096,858,Version,SKILLS
16097,858,Control,SKILLS
16098,858,Systems,SKILLS
16099,858,GIT,SKILLS
16100,858,Automated,SKILLS
16101,858,Build,SKILLS
16102,858,Tools,SKILLS
16103,858,Maven,SKILLS
16104,858,Continuous,SKILLS
16105,858,Integration,SKILLS
16106,858,Jenkins,SKILLS
16107,858,Scripting,SKILLS
16108,858,Languages,SKILLS
16109,858,Shell,SKILLS
16110,858,Scripting,SKILLS
16111,858,Configuration,SKILLS
16112,858,Management,SKILLS
16113,858,Ansible.,SKILLS
16114,859,Container,SKILLS
16115,859,service,SKILLS
16116,859,Docker,SKILLS
16117,859,Rajeev,NAME
16118,859,Kumar,NAME
16119,859,Senior,PROFIL
16120,859,Associate,PROFIL
16121,859,Consultant,PROFIL
16122,859,Infosys/Offshore,COMPANIES_WORKED_AT
16123,859,Lead,COMPANIES_WORKED_AT
16124,859,Bengaluru,LOCATION
16125,859,",",O
16126,859,Karnataka,O
16127,859,Email,O
16128,859,me,O
16129,859,on,O
16130,859,Indeed,EMAIL_ADDRESS
16131,859,indeed.com/r/Rajeev-Kumar/3f560fd91275495b,EMAIL_ADDRESS
16132,859,erudite,O
16133,859,professional,O
16134,859,with,O
16135,859,2,YEARS_OF_EXPERIENCE
16136,859,years,YEARS_OF_EXPERIENCE
16137,859,of,O
16138,859,IT/Presales/Project,O
16139,859,Management,O
16140,859,experience,O
16141,859,knowledge,O
16142,859,of,O
16143,859,Project,O
16144,859,"Management,",O
16145,859,Digital/Social,O
16146,859,Media,O
16147,859,"Marketing,",O
16148,859,"Analytics,",O
16149,859,BI,O
16150,859,Business,O
16151,859,"Intelligence,",O
16152,859,"presales,",O
16153,859,Business,O
16154,859,"development,",O
16155,859,strategy,O
16156,859,and,O
16157,859,"planning,",O
16158,859,etc.,O
16159,860,risks,O
16160,860,and,O
16161,860,"issues,",O
16162,860,planning,O
16163,860,and,O
16164,860,scheduling,O
